                  epoch,         train/box_loss,        train/pose_loss,        train/kobj_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(P),      metrics/recall(P),       metrics/mAP50(P),    metrics/mAP50-95(P),           val/box_loss,          val/pose_loss,          val/kobj_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     71,                0.76462,                 6.6147,                0.34762,                0.63271,                 1.0073,                0.81927,                0.92727,                0.83998,                0.67644,                0.64557,                0.63636,                0.51697,                0.19436,                0.79713,                 8.0985,                0.08818,                0.58256,                  1.005,               0.000614,               0.000614,               0.000614
                     72,                0.76252,                 6.4093,                0.34481,                0.63052,                 1.0054,                0.79542,                0.92727,                0.85491,                0.67214,                0.62366,                0.61818,                0.50154,                0.20945,                0.81772,                 8.2558,                0.07671,                0.58182,                 1.0266,              0.0005942,              0.0005942,              0.0005942
                     73,                0.75955,                 6.7393,                  0.332,                0.64175,                0.99546,                0.81715,                0.89383,                0.85617,                0.68805,                0.57621,                0.52727,                0.45991,                0.21844,                0.81699,                 8.2005,                0.08341,                0.56148,                  1.008,              0.0005744,              0.0005744,              0.0005744
                     74,                0.77055,                 6.6175,                0.32639,                0.65784,                 1.0033,                0.83957,                0.87273,                0.86702,                0.71588,                0.58751,                0.61818,                0.53912,                0.22646,                0.76969,                 8.2749,                0.07809,                0.58561,                0.97976,              0.0005546,              0.0005546,              0.0005546
                     75,                0.76922,                 6.4068,                0.36364,                0.66299,                 1.0123,                0.80674,                0.91077,                0.87519,                0.71253,                 0.5556,                0.56364,                0.49486,                0.24264,                0.77405,                 8.1805,                0.08064,                0.55985,                0.98215,              0.0005348,              0.0005348,              0.0005348
                     76,                0.76402,                 6.4883,                0.33747,                0.66517,                0.99952,                0.77514,                0.96364,                0.84376,                0.68776,                0.67563,                0.67273,                 0.5879,                0.23833,                0.73843,                 8.2467,                0.08339,                0.58711,                0.96268,               0.000515,               0.000515,               0.000515
                     77,                0.72302,                 6.4897,                0.35979,                 0.6359,                0.98793,                0.79302,                0.97532,                0.84936,                0.69699,                0.67064,                0.67273,                0.60885,                 0.2726,                 0.7866,                 8.0779,                0.09101,                0.60496,                0.97375,              0.0004952,              0.0004952,              0.0004952
                     78,                0.73958,                 6.7105,                0.35015,                0.61922,                0.99426,                0.84283,                0.87273,                0.88252,                0.71096,                0.69187,                0.54545,                 0.5577,                0.26298,                0.80498,                  8.208,                0.08876,                0.58577,                0.98376,              0.0004754,              0.0004754,              0.0004754
                     79,                0.73612,                 6.4562,                0.35408,                0.63113,                0.99258,                0.85386,                0.89091,                0.86034,                 0.6916,                0.67195,                0.61818,                0.57376,                0.27121,                0.77917,                 8.1967,                0.08084,                 0.5558,                 0.9961,              0.0004556,              0.0004556,              0.0004556
                     80,                0.76446,                  6.456,                0.35539,                0.64116,                 1.0204,                0.79224,                0.98182,                0.86556,                0.68605,                0.61681,                0.61465,                0.53018,                0.24191,                0.79199,                 8.2022,                0.08458,                0.56625,                0.99005,              0.0004358,              0.0004358,              0.0004358
