                  epoch,         train/box_loss,        train/pose_loss,        train/kobj_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(P),      metrics/recall(P),       metrics/mAP50(P),    metrics/mAP50-95(P),           val/box_loss,          val/pose_loss,          val/kobj_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     71,                 0.7296,                 5.4075,                0.39554,                0.61184,                0.98418,                0.80561,                0.92727,                0.87063,                0.70049,                0.69439,                0.67273,                0.62704,                0.41596,                0.76167,                  7.423,                0.15556,                0.59823,                0.95519,               0.000614,               0.000614,               0.000614
                     72,                0.72353,                 5.1945,                0.38636,                0.61408,                0.98251,                 0.8122,                0.92727,                0.83977,                0.67955,                0.65231,                0.63636,                0.57085,                0.37655,                0.76116,                 7.4452,                0.14588,                0.59274,                0.95102,              0.0005942,              0.0005942,              0.0005942
                     73,                0.72769,                 5.3893,                  0.377,                0.61486,                0.97267,                0.81612,                0.94545,                 0.8473,                0.68296,                0.59014,                0.58182,                0.46873,                0.32202,                0.79059,                 7.4962,                0.13892,                0.59051,                0.96638,              0.0005744,              0.0005744,              0.0005744
                     74,                0.73028,                 5.3416,                0.37503,                 0.6276,                0.98783,                0.78329,                0.94545,                0.84237,                0.66248,                 0.5315,                  0.557,                0.43523,                0.31825,                0.81499,                 7.5996,                0.14019,                0.60887,                0.97268,              0.0005546,              0.0005546,              0.0005546
                     75,                0.73813,                  5.225,                0.41064,                0.62673,                0.98797,                0.77004,                0.92727,                0.82794,                0.65492,                0.54359,                0.61818,                0.49826,                0.33104,                0.76839,                 7.3811,                0.13291,                0.63921,                0.96264,              0.0005348,              0.0005348,              0.0005348
                     76,                0.72342,                 5.2383,                 0.3815,                0.61611,                0.97664,                 0.7723,                0.92505,                0.81986,                0.65003,                0.62488,                0.61818,                0.54608,                0.35396,                0.76323,                 7.3495,                0.13272,                0.65234,                0.96409,               0.000515,               0.000515,               0.000515
                     77,                 0.6897,                 5.2199,                0.40302,                0.57989,                0.96801,                0.77593,                0.94446,                0.83966,                0.66435,                0.69336,                0.53456,                0.54482,                0.39546,                 0.7561,                 7.2298,                0.12381,                0.62991,                0.95629,              0.0004952,              0.0004952,              0.0004952
                     78,                0.71287,                 5.3208,                0.39587,                0.58968,                0.97756,                 0.7818,                0.97722,                0.83747,                  0.674,                  0.646,                0.56364,                0.55537,                0.38763,                0.76792,                 7.3621,                0.12963,                0.61155,                0.95757,              0.0004754,              0.0004754,              0.0004754
                     79,                0.68465,                 5.1249,                0.38903,                0.59489,                0.96616,                0.78058,                0.97026,                0.86023,                0.67118,                0.64024,                0.50909,                0.48014,                0.34897,                 0.8043,                 7.4494,                0.12801,                0.60398,                0.97016,              0.0004556,              0.0004556,              0.0004556
                     80,                 0.7281,                 5.2979,                0.40524,                0.60403,                 0.9912,                0.79375,                0.97962,                0.85573,                0.68292,                0.67245,                0.52727,                0.51791,                0.38205,                0.76639,                 7.3332,                0.13395,                 0.6046,                 0.9554,              0.0004358,              0.0004358,              0.0004358
                     81,                0.68972,                 5.0794,                 0.3921,                0.58136,                0.95645,                0.78886,                0.96364,                0.86941,                0.69382,                0.67478,                0.52816,                0.51675,                0.37882,                0.78622,                 6.8883,                0.12339,                0.57572,                0.96678,               0.000416,               0.000416,               0.000416
                     82,                0.70125,                 4.8991,                0.34952,                0.58081,                0.97603,                0.78012,                0.98182,                0.86593,                0.68933,                0.69293,                0.54545,                0.55669,                0.41403,                0.79161,                 7.3147,                0.13016,                0.58562,                0.96355,              0.0003962,              0.0003962,              0.0003962
                     83,                0.71482,                 5.0785,                0.39151,                0.58582,                0.98041,                0.77196,                0.96364,                0.85881,                0.68523,                0.68699,                0.56364,                0.54101,                0.39344,                 0.7718,                 7.2475,                0.12882,                0.56061,                0.96414,              0.0003764,              0.0003764,              0.0003764
                     84,                0.68726,                 4.8003,                0.39874,                0.57274,                0.97087,                0.77444,                0.96364,                0.85962,                0.67884,                0.69467,                0.54545,                0.53155,                0.38208,                0.82081,                 7.3672,                0.12998,                0.59044,                0.98258,              0.0003566,              0.0003566,              0.0003566
                     85,                0.67093,                 5.0606,                 0.3624,                0.55747,                0.95916,                0.77355,                0.96364,                0.85942,                0.68278,                0.68104,                0.52727,                0.50211,                0.37957,                0.83431,                 7.2552,                0.12099,                0.59895,                 1.0064,              0.0003368,              0.0003368,              0.0003368
