                  epoch,         train/box_loss,        train/pose_loss,        train/kobj_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(P),      metrics/recall(P),       metrics/mAP50(P),    metrics/mAP50-95(P),           val/box_loss,          val/pose_loss,          val/kobj_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     82,                0.78671,                 4.9658,                0.29261,                0.64725,                 1.0048,                0.86956,                0.72727,                 0.7845,                0.62136,                0.68333,                0.70626,                0.65582,                0.35819,                0.89473,                  4.512,                0.10339,                0.67759,                 1.0103,              0.0009308,              0.0009308,              0.0009308
                     83,                0.77242,                 5.2583,                0.33368,                0.65139,                0.99553,                0.77439,                0.81137,                0.81508,                0.64622,                0.69625,                0.74545,                0.68103,                0.38073,                0.86457,                 4.5455,                0.10356,                0.63887,                0.99913,              0.0009176,              0.0009176,              0.0009176
                     84,                0.79783,                 5.1213,                 0.3249,                0.66161,                 1.0065,                0.80751,                0.76278,                  0.768,                0.61275,                0.68219,                0.74159,                0.65448,                0.40653,                0.88214,                 4.3704,                0.10479,                0.69234,                 1.0271,              0.0009044,              0.0009044,              0.0009044
                     85,                0.75765,                 5.2274,                0.29926,                0.65105,                0.98604,                0.79178,                0.76057,                0.75194,                0.59936,                0.69804,                    0.8,                0.65089,                0.36958,                 0.8587,                 4.4646,                0.09852,                0.68821,                 1.0044,              0.0008912,              0.0008912,              0.0008912
                     86,                0.75716,                 5.2429,                0.31895,                0.64896,                0.97192,                0.84894,                0.74545,                0.78806,                0.62013,                0.69384,                0.74172,                0.63902,                0.36523,                0.87599,                 4.6002,                0.10222,                0.65593,                 1.0406,               0.000878,               0.000878,               0.000878
                     87,                0.76877,                 5.1088,                0.32066,                0.65289,                0.98474,                0.85161,                0.74545,                0.76466,                0.60388,                0.68942,                0.69091,                0.62853,                0.36001,                 0.8805,                  4.585,                0.11015,                0.68296,                 1.0721,              0.0008648,              0.0008648,              0.0008648
                     88,                0.79579,                 5.1426,                0.29356,                 0.6665,                 1.0264,                0.90718,                0.74545,                0.79153,                0.64575,                0.76505,                0.65132,                0.66904,                0.35359,                0.81953,                 4.5777,                0.09967,                0.62963,                0.98304,              0.0008516,              0.0008516,              0.0008516
                     89,                0.76854,                 5.1415,                0.31736,                0.67881,                 1.0051,                0.83963,                    0.8,                0.81309,                0.65996,                0.73675,                0.70909,                 0.6905,                0.37513,                0.83491,                 4.4574,                0.09786,                 0.5711,                0.97269,              0.0008384,              0.0008384,              0.0008384
                     90,                0.75808,                 5.1175,                0.27337,                0.64966,                0.97528,                0.81026,                0.78182,                0.81353,                0.67236,                0.75798,                0.74034,                0.71531,                0.40831,                0.74607,                 4.3489,                0.08948,                0.56544,                0.95813,              0.0008252,              0.0008252,              0.0008252
                     91,                0.74595,                  5.207,                0.31941,                0.63951,                0.99004,                0.85167,                0.76364,                0.83015,                0.68211,                0.70925,                0.70909,                0.70114,                0.40289,                0.81031,                 4.4925,                0.08821,                0.64372,                0.97609,               0.000812,               0.000812,               0.000812
                     92,                0.77577,                 5.2115,                0.30249,                0.65128,                0.99345,                  0.861,                0.78182,                0.82425,                0.67902,                0.74054,                0.70909,                0.74766,                0.42553,                0.82384,                 4.4383,                0.08899,                0.59546,                0.97516,              0.0007988,              0.0007988,              0.0007988
